,ID,Sexo,Edad,NSE,Zona,COMUNA,Expansor,auto_propio,residencia,usuario_app_mov,no_uso_mov_precio,no_uso_mov_autopropio,no_uso_mov_taxi,no_uso_mov_publico,no_uso_mov_confianza,no_uso_mov_trauma,no_uso_mov_conocimiento,no_uso_mov_nodisp,app_mov_uber,app_mov_didi,app_mov_cabify,app_mov_lime,app_mov_whoosh,app_mov_jet,app_mov_indrive,app_mov_biciitau,app_mov_otro,tiempo_app_mov,frec_app_mov,fin_app_mov_trabajoestudio,fin_app_mov_ocio,fin_app_mov_tramitescompras,fin_app_mov_conectcontransporte,fin_app_mov_otro,reemplazo_app_mov,posit_app_mov,negat_app_mov,sit_app_mov_atraso,sit_app_mov_noche,sit_app_mov_sintranspub,sit_app_mov_cansado,sit_app_mov_grupo,sit_app_mov_desconocido,sit_app_mov_inseguro,usuario_app_deli,no_uso_deli_precio,no_uso_deli_presencial,no_uso_deli_confianza,no_uso_deli_conocimiento,no_uso_deli_nodisp,app_deli_rappi,app_deli_pedidosya,app_deli_ubereats,app_deli_didifood,app_deli_especifica,app_deli_otra,tiempo_app_deli,frec_app_deli,posit_app_deli,negat_app_deli,sit_app_deli_tiempo,sit_app_deli_cansado,sit_app_deli_gusto,sit_app_deli_especial,sit_app_deli_grupo,taxi_calle,taxi_terminal,taxi_agencia,taxi_conocido,taxi_app,taxi_no,auto_o_app_mov_gratis,renuncia_app_mov_vs_deli,impacto_no_app_mov,impacto_no_app_deli,impacto_abierta
758,759,FEMENINO,[31 - 40],D+E,Sur,CHILLÁN,7727.834002153274,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Cuatro o más veces a la semana,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,,,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,,PedidosYa,,,,,2-3 años - Desde después de la pandemia,Dos o tres veces al mes,Tiempo para trabajar,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría mucho mi vida,Empeoraría un poco mi vida,Las app de movilidad la utilizo mucho para moverme rapido y apoyar mi emprendimiento con el envio de pedidos y las app de deluvery facilitan bastante mi vida en cuanto al tiempo de compra
759,760,FEMENINO,[61 Ó MAS],D+E,RM,LA FLORIDA,6728.870094557851,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,No las he usado dentro de los últimos 12 meses,,,,Prefiero usar transporte público,No me generan confianza,,No sé cómo usarlas,,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Nunca las he usado,,,,No sé cómo usarlas,,,,,,,,,,,,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,La verdad es que no salgo sola por sufrir crisis de pánico. Solamente salgo acompañada
760,761,MASCULINO,[31 - 40],D+E,V Región,VALPARAÍSO,9031.90599001664,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Sub-urbano,No las he usado dentro de los últimos 12 meses,,,,Prefiero usar transporte público,,,,,,,,,,,,,,,,,,,,,,,,Cuando voy atrasado/a,Cuando se hizo de noche,,Cuando estoy cansado/a,,,,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,De acuerdo
761,762,FEMENINO,[18 - 30],D+E,Sur,LA UNIÓN,9031.90599001664,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,,,,,InDrive,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,,,,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,,,,No están disponibles donde vivo,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,"Sí, tengo un taxista conocido con quien me comunico directamente",,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,Creo que ya es algo fundamental en nuestra sociedad
762,763,FEMENINO,[18 - 30],D+E,RM,QUILICURA,7532.062207432058,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,,,Cabify,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces al mes,,,,,Solo para trasladarme,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,,PedidosYa,,,,,2-3 años - Desde después de la pandemia,Al menos una vez al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,Cambiaria la vida en sentido de que no nos llegarían las cosas a domicilio y tendríamos que ir nosotros mismos a buscar los productos y aveces no hay tiempo
763,764,MASCULINO,[31 - 40],C3,RM,MAIPÚ,6732.87537437604,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,Didi,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,,,,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Bicicleta,Tiempo para trabajar,Salud mental,,Cuando se hizo de noche,,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,,Uber Eats,,,,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Dos o tres veces al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,Empeoraría un poco mi vida,"NO ME AFECTA POR QUE TENGO VEHÍCULO,Y SI ME AFECTARÍA EL DELIVWRI POR LA COMODIDAD QUE DA Y GANAR TIEMPO ."
764,765,MASCULINO,[51 - 60],C3,RM,HUECHURABA,6334.06394105063,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario y como conductor,,,,,,,,,,Didi,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,,,Transporte público,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,Cuando estoy cansado/a,,,,Como usuario,,,,,,Rappi,,Uber Eats,,,,4-5 años - Desde la pandemia,Solo ocasionalmente (menos de una vez al mes),Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,Empeoraría un poco mi vida,Como son pocas o casi nulas las veces en que utilizo estas aplicaciones de igual forma seria muy poco el impacto que tendria en mi el que no exisitieran estas aplicaciones.
765,766,FEMENINO,[18 - 30],D+E,RM,LA PINTANA,7532.062207432058,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,Didi,Cabify,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces al mes,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Tiempo para trabajar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,Rappi,PedidosYa,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,Menos de un año,Solo ocasionalmente (menos de una vez al mes),Comodidad,Salud física,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,"Sí, paré un taxi en la calle",,,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,No me afectaría puse en ambas
766,767,FEMENINO,[41 - 50],C3,Sur,TALCA,7727.834002153274,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Menos de una vez al mes,,,,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,"Sí, desde un aeropuerto, estación de buses, u otro lugar donde suelen estacionarse para esperar pasajeros",,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,"No me afectarían ya que existen otros medios para movilizarse como la locomoción pública, el hecho de tomar una aplicación es más por comodidad y rapidez, pero no significa que está sea la única que exista."
767,768,FEMENINO,[18 - 30],D+E,Sur,CHILLÁN,9031.90599001664,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,Didi,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Menos de una vez al mes,Para ir o volver del trabajo o del lugar de estudio,,,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,No haría el viaje,Comodidad,Salud física,Cuando voy atrasado/a,Cuando se hizo de noche,,,,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,PedidosYa,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,4-5 años - Desde la pandemia,Solo ocasionalmente (menos de una vez al mes),Finanzas personales o del hogar,Salud física,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,Tener acceso a esas app facilita las cosas
768,769,MASCULINO,[31 - 40],C3,Sur,DOÑIHUE,9383.798431186118,Tengo mi propio auto,Rural,Como usuario,,,,,,,,,,Didi,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Bicicleta,Salud física,Salud física,Cuando voy atrasado/a,,,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,Rappi,,,,,,4-5 años - Desde la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,Seguiría como antes de que llegarán estas app
769,770,MASCULINO,[18 - 30],D+E,Sur,QUILLÓN,10105.629079738897,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Rural,No las he usado dentro de los últimos 12 meses,El precio es muy alto,,,,,,,No están disponibles donde vivo,,,,,,,,,,,,,,,,,,,,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,El precio es muy alto,,,,No están disponibles donde vivo,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,"Sí, pedí uno a domicilio a través de una agencia de taxis",,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,"creo que afectaria mas en la movilidad que en el area de delivery, es mas necesaria la movilidad en casos de emergencia"
770,771,MASCULINO,[41 - 50],D+E,RM,CONCHALÍ,6992.443347109655,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Sub-urbano,No las he usado dentro de los últimos 12 meses,,,,,,,,No están disponibles donde vivo,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,,,Cuando voy con más personas y puedo compartir el costo,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,,No me generan confianza,,,,,,,,,,,,,,Cuando estoy cansado/a,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,No ocupo delivery por la desconfianza re el repartidor le pueda poner algo y así evito que me envenenen. Y con respecto a los auto de servicio pagado tengo desconfianza que me secuestren porque en esas app siempre he visto que son puros inmigrantes.
771,772,FEMENINO,[31 - 40],C3,RM,HUECHURABA,6656.241020521354,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,Didi,Cabify,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,Uber Eats,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,4-5 años - Desde la pandemia,Al menos una vez al mes,Comodidad,Finanzas personales o del hogar,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,Empeoraría un poco mi vida,Es solo por tema de comodidad
772,773,MASCULINO,[61 Ó MAS],D+E,V Región,CARTAGENA,7579.221809804172,Tengo mi propio auto,Urbano,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,,Cuando estoy cansado/a,,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",Habibi,4-5 años - Desde la pandemia,Al menos una vez al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Empeoraría mucho mi vida,Mejoraría un poco mi vida,"El delivery me genera gastos por antojos ,pero la movilidad para mí familia es irremplazable"
773,774,FEMENINO,[31 - 40],D+E,RM,HUECHURABA,6656.241020521354,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Entre una y tres veces a la semana,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,,,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,Cuando estoy cansado/a,,,,Como usuario,,,,,,Rappi,,,,,,4-5 años - Desde la pandemia,Dos o tres veces al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,No se
774,775,FEMENINO,[31 - 40],C3,Sur,TALCAHUANO,7006.569495285635,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,,Uber Eats,,,,2-3 años - Desde después de la pandemia,Al menos una vez al mes,Tiempo para actividades de ocio y/o descanso,Salud física,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,Porque no ocupo mucho esos servicios
775,776,FEMENINO,[61 Ó MAS],D+E,Sur,TEMUCO,7553.957737104824,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,No las he usado dentro de los últimos 12 meses,,,,Prefiero usar transporte público,,,,,,,,,,,,,,,,,,,,,,,,Cuando voy atrasado/a,,,Cuando estoy cansado/a,Cuando voy con más personas y puedo compartir el costo,,,Nunca las he usado,El precio es muy alto,,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,Nose
776,777,FEMENINO,[18 - 30],D+E,Sur,TALCAHUANO,8475.688905587462,Tengo mi propio auto,Sub-urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Menos de una vez al mes,,,,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,,,Como usuario,,,,,,Rappi,,,,,,2-3 años - Desde después de la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,"Sí, desde un aeropuerto, estación de buses, u otro lugar donde suelen estacionarse para esperar pasajeros",,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,Si no existiera uber por ejemplo no me complicaría porque puedo ocupar transporte publico y si no existiera delivery tampoco me complicaría u afectaría
777,778,FEMENINO,[51 - 60],D+E,Sur,CURACAUTÍN,6568.658901830283,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Sub-urbano,No las he usado dentro de los últimos 12 meses,,,,,,,,No están disponibles donde vivo,,,,,,,,,,,,,,,,,,,,Cuando voy atrasado/a,,,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,No sé cómo usarlas,No están disponibles donde vivo,,,,,,,,,,,,Cuando estoy cansado/a,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,"Sí, paré un taxi en la calle",,"Sí, pedí uno a domicilio a través de una agencia de taxis","Sí, tengo un taxista conocido con quien me comunico directamente",,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,No lo se
778,779,FEMENINO,[31 - 40],C3,Sur,CHILLÁN,7727.834002153274,Tengo mi propio auto,Urbano,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,Prefiero usar transporte público,,,,,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,,,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,No me generan confianza,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,"No dependo de esos servicios y además no confío en ellos. No me gusta que en las empresas de delivery tengan a extranjeros sin documentos, eso.la hace cada dia más inseguras. Pasa lo mismo con las apps de movilidad. Hay poca finalización. Me quedo con lo tradicional"
779,780,FEMENINO,[41 - 50],C3,Norte,IQUIQUE,7663.435385468664,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Rural,Como usuario,,,,,,,,,,,,,,,InDrive,,,2-3 años - Desde después de la pandemia,Entre una y tres veces a la semana,,,Para hacer trámites o compras,,,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Comodidad,Tiempo para trabajar,Cuando voy atrasado/a,Cuando se hizo de noche,,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,2-3 años - Desde después de la pandemia,Dos o tres veces al mes,Tiempo para trabajar,Comodidad,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,,Cuando estoy con más personas y puedo compartir el costo,"Sí, paré un taxi en la calle",,,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,Empeoraría un poco mi vida,Empoorarian mi vida por qur hoy en día para mi es algo necesario.
780,781,FEMENINO,[31 - 40],C3,Sur,CABRERO,7727.834002153274,Tengo mi propio auto,Rural,Como usuario,,,,,,,,,Uber,,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Menos de una vez al mes,,,Para hacer trámites o compras,,,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,,Cuando se hizo de noche,,,Cuando voy con más personas y puedo compartir el costo,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,,,,,Menos de un año,Al menos una vez a la semana,Tiempo para actividades de ocio y/o descanso,Salud física,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,,Cuando estoy con más personas y puedo compartir el costo,,"Sí, desde un aeropuerto, estación de buses, u otro lugar donde suelen estacionarse para esperar pasajeros",,,,,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Mejoraría un poco mi vida,No me afectaría,"Creo que es primordial y necesario el servicio para transporte, ya que el servicio publico muchas veces no da abasto, sin embargo respecto al servicio de ddlivery no me resulta tan necesario al contrario pasa hacer más una comodidad"
781,782,FEMENINO,[18 - 30],C3,Sur,TALCAHUANO,8475.688905587462,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Sub-urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Comodidad,Tiempo para actividades de ocio y/o descanso,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,,Uber Eats,,,,2-3 años - Desde después de la pandemia,Al menos una vez a la semana,Tiempo para actividades de ocio y/o descanso,Salud física,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,"Sí, paré un taxi en la calle",,,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,No me afectaria mucho la verdad por que es muy poco que utilizo estas aplicaciones y de ser así preferiría pedir antes y depues ir a retirar
782,783,MASCULINO,[31 - 40],D+E,Sur,LONQUIMAY,6568.658901830283,Tengo mi propio auto,Sub-urbano,Como usuario,,,,,,,,,Uber,,Cabify,,,,,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces a la semana,,,,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Comodidad,Tiempo para trabajar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,Rappi,PedidosYa,,,,,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Al menos una vez al mes,Comodidad,Finanzas personales o del hogar,,Cuando estoy cansado/a,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,"Me afectaría poco, porque en lo personal me adapto al sistema"
