"ROL_FICTICIO"	"DV_FICTICIO"	"TAMANO"	"TRAMO"	"CIIU_FINAL"	"GLOSA_CIIU"	"FE_TRANSVERSAL"	"FE_LONGITUDINAL"	"PANEL"	"A049"	"A050"	"A073"	"A051"	"A052"	"A053"	"A057"	"A058"	"A059"	"A068"	"A069"	"A070"	"A071"	"A0711"	"A072"	"A060"	"A0601"	"A0602"	"A0603"	"A061"	"A0611"	"A0612"	"A0613"	"A062"	"A063"	"A064"	"A065"	"A066"	"A067"	"A074"	"A075"	"A076"	"A077"	"A079"	"A078"	"A080"	"A081"	"A082"	"A0821"	"A083"	"A085"	"A084"	"A086"	"A087"	"B001"	"B002"	"B003"	"B004"	"B005"	"B006"	"B007"	"B008"	"B010"	"B011"	"B012"	"B013"	"B014"	"B107"	"B015"	"B016"	"B017"	"B018"	"B019"	"B020"	"B104"	"B105"	"B022"	"B023"	"B024"	"B025"	"B026"	"B027"	"B028"	"B029"	"B030"	"B031"	"B032"	"B033"	"B034"	"B035"	"B106"	"B1061"	"B036"	"B037"	"B038"	"B039"	"B040"	"B041"	"B042"	"B043"	"B044"	"B045"	"B046"	"B047"	"B048"	"B049"	"B050"	"B051"	"B052"	"B053"	"B054"	"B055"	"B056"	"B058"	"B059"	"B103"	"B061"	"B062"	"B063"	"B064"	"B065"	"B066"	"B067"	"B068"	"B069"	"B070"	"B071"	"B072"	"B073"	"B074"	"B075"	"B076"	"B077"	"B078"	"B079"	"B080"	"B081"	"B082"	"B083"	"B084"	"B085"	"B086"	"B087"	"B088"	"B089"	"B090"	"B091"	"B092"	"B093"	"B094"	"B095"	"B096"	"B097"	"B098"	"B099"	"B100"	"B101"	"B102"	"D1103"	"D11031"	"D11032"	"D1104"	"D1204"	"D1206"	"D1205"	"D1207"	"D1208"	"D1209"	"D1303"	"D13031"	"D13032"	"D1304"	"D1404"	"D1405"	"D1406"	"D1407"	"D1408"	"D1409"	"D1601"	"D1602"	"D1501"	"D1502"	"D1503"	"D1504"	"D1505"	"D1506"	"C001"	"C002"	"C003"	"C004"	"C005"	"C037"	"C038"	"C039"	"C040"	"C041"	"C073"	"C074"	"C075"	"C076"	"C077"	"C006"	"C007"	"C008"	"C009"	"C010"	"C011"	"C012"	"C013"	"C014"	"C015"	"C016"	"C017"	"C018"	"C019"	"C020"	"C042"	"C043"	"C044"	"C045"	"C046"	"C047"	"C048"	"C049"	"C050"	"C051"	"C052"	"C053"	"C054"	"C055"	"C056"	"C078"	"C079"	"C080"	"C081"	"C082"	"C083"	"C084"	"C085"	"C086"	"C087"	"C088"	"C089"	"C090"	"C091"	"C092"	"C021"	"C022"	"C023"	"C024"	"C025"	"C026"	"C057"	"C058"	"C059"	"C060"	"C061"	"C062"	"C093"	"C094"	"C095"	"C096"	"C097"	"C098"	"C027"	"C028"	"C029"	"C030"	"C031"	"C032"	"C033"	"C034"	"C035"	"C036"	"C063"	"C064"	"C065"	"C066"	"C067"	"C068"	"C069"	"C070"	"C071"	"C072"	"C099"	"C100"	"C101"	"C102"	"C103"	"C104"	"C105"	"C106"	"C107"	"C108"	"C109"	"C1091"	"C1092"	"C1093"	"C1094"	"C110"	"C111"	"C112"	"C113"	"C114"	"C115"	"C116"	"C117"	"C118"	"C119"	"C120"	"C121"	"C122"	"C123"	"C124"	"C125"	"C126"	"C127"	"C128"	"C129"	"C130"	"C131"	"C132"	"C133"	"C134"	"C135"	"C136"	"C137"	"C138"	"C139"	"C140"	"C141"	"C142"	"C143"	"C144"	"C145"	"C146"	"C147"	"C148"	"C149"	"C150"	"C151"	"C152"	"C153"	"C154"	"C155"	"C156"	"C157"	"C158"	"C159"	"C160"	"C161"	"C162"	"C163"	"C164"	"C1641"	"C165"	"C166"	"C167"	"C168"	"C169"	"C170"	"C171"	"I005"	"I006"	"I007"	"I143"	"I144"	"I145"	"I146"	"I147"	"I148"	"I149"	"I150"	"I151"	"I152"	"I153"	"I154"	"I155"	"I156"	"I157"	"I158"	"I159"	"I160"	"I161"	"I162"	"I163"	"I164"	"I165"	"I166"	"I167"	"I168"	"I169"	"I170"	"I171"	"I172"	"I173"	"I174"	"I175"	"I176"	"I177"	"I178"	"I179"	"I180"	"I181"	"I182"	"I183"	"I184"	"I185"	"I186"	"I187"	"I050"	"I051"	"I188"	"I189"	"I190"	"I191"	"I192"	"I193"	"I194"	"I195"	"I196"	"I197"	"I198"	"I199"	"I200"	"I201"	"I202"	"I203"	"I204"	"I205"	"I066"	"I075"	"I067"	"I068"	"I069"	"I070"	"I071"	"I072"	"I073"	"I074"	"I206"	"I207"	"I208"	"I209"	"I210"	"I211"	"I212"	"I213"	"I214"	"I215"	"I216"	"I217"	"I218"	"I219"	"I220"	"I221"	"I222"	"I223"	"I266"	"I267"	"I268"	"I269"	"I270"	"I271"	"I272"	"I273"	"I274"	"I275"	"I276"	"I277"	"I278"	"I279"	"I280"	"I281"	"I282"	"I283"	"I284"	"I285"	"I286"	"I287"	"I288"	"I289"	"I290"	"I291"	"I292"	"I293"	"I294"	"I295"	"I296"	"I297"	"I298"	"I299"	"I300"	"I301"	"I302"	"I303"	"I304"	"I305"	"I306"	"I307"	"I308"	"I309"	"I310"	"I311"	"I312"	"I313"	"I314"	"I315"	"I316"	"I317"	"I318"	"I319"	"I320"	"I321"	"I322"	"I323"	"I324"	"I325"	"I326"	"I327"	"I328"	"I329"	"I120"	"I121"	"I122"	"I123"	"I124"	"I125"	"I109"	"I110"	"I126"	"I111"	"I112"	"I113"	"I114"	"I115"	"I116"	"I117"	"I118"	"I119"	"I330"	"I331"	"I332"	"I333"	"I334"	"I335"	"I336"	"I337"	"I338"	"I339"	"I340"	"I341"	"I342"	"I343"	"I344"	"I345"	"I346"	"I347"	"I348"	"I349"	"I130"	"I131"	"I132"	"D202"	"D203"	"D204"	"D205"	"D206"	"D009"	"D010"	"D011"	"D157"	"D158"	"D159"	"D160"	"D161"	"D162"	"D014"	"D015"	"D016"	"D017"	"D018"	"D019"	"D196"	"D197"	"D198"	"D199"	"D200"	"D201"	"D020"	"D021"	"D022"	"D023"	"D024"	"D025"	"D026"	"D027"	"D028"	"D029"	"D030"	"D031"	"D032"	"D033"	"D034"	"D035"	"D036"	"D037"	"D038"	"D039"	"D040"	"D041"	"D042"	"D043"	"D044"	"D163"	"D164"	"D165"	"D166"	"D167"	"D168"	"D178"	"D1782"	"D179"	"D1792"	"D180"	"D136"	"D1362"	"D137"	"D1372"	"D191"	"D192"	"D139"	"D140"	"D141"	"D144"	"D145"	"D143"	"D149"	"D150"	"D151"	"D193"	"D153"	"D154"	"D155"	"D194"	"D195"	"D156"	"D062"	"D063"	"D064"	"D065"	"D066"	"D072"	"D073"	"D074"	"D075"	"D076"	"D082"	"D083"	"D084"	"D085"	"D086"	"D087"	"D088"	"D089"	"D090"	"D091"	"D092"	"D093"	"D094"	"D095"	"D096"	"D097"	"D098"	"D169"	"D170"	"D171"	"D172"	"D173"	"D174"	"D175"	"D176"	"D177"	"D099"	"D100"	"D101"	"D102"	"D103"	"D104"	"D105"	"D106"	"D107"	"H093"	"H083"	"H084"	"H094"	"H085"	"H086"	"H087"	"H088"	"H089"	"H090"	"H091"	"H092"
303008	7	1	2	"G"	"Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas"	9,20562645904885	0	0	0	0	0	1	0	0	100	0	0	1945	0	1	1	100	0	0				0				0	0	0	1	0	0	1	0	59	0	0	2	3	5	1	0	0	0	2	3	5	1	1	0	1	0	0	1	0	0	0	1	0	0	3	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0																							1	0	0	0	0	1	0	652939000	0	1	0	0	36	6,5	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0			1							0			1															4132219	15985	103789	33705	4285698	3311228	17242	271562	42003	3642035	3332214	43706	331474	77884	3785278	3012361	6578	22226	21193	23523	30795	381268	72670	426136	74451	11282	73272	0	10970	4166725	769938	1821	14683	97402	71147	18382	355850	98825	199633	0	4633	10452	0	1812526	3455292	2544159	3693	19973	26215	38930	57366	721632	20170	271559	0	19615	26477	0	11401	3761190	959348	1401686	1820813	-1559292	962535	3585090	981357	1404878	1894127	-1639789	793402	3433975	1221382	1374468	2084143	-1814386	596242	3461849	226196	276643	55868	0	45482	0	0	1986117	875811	3466117	203667	159357	3589	0	16897	0	0	2105090	758632	3247232	218825	0	541266	0	385837	0	0	2291833	0	3437761	0				1																																																							0	1								1	0	0	12	36	48	24	0	0	132	0	252	0	24	48	12	0	0	192	0	276	7200	76536	197568	9024	0	0	46200	0	336528	0	51024	197568	4512	0	0	67520	0	320624	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	5	0	0	0	0	0	0	18	0	18	0		1	1	0	0	0	0	1	0	0	0	2	0	0	0	12	0	14	0	1	1	0	0	0	10	0	12	12	36	48	24	0	0	132	0	0	24	48	12	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	36	48	24	0	0	132	0	0	24	48	12	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	180	24	48	0	0	252	0	0	0	24	192	24	36	0	0	276				1601	636060	2694553	0	3332214	40	35	25	1	0	1	0	1	0	4	3	4	5	3		0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	10	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	2694553	0		0	1	2694553	0		5	5	6	0	89	0	5	0	1	3	2	3	3	2	2	3	3		0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	2	2	2	2	2	2	1	3	2	3	1
109439	5	1	2	"F"	"Construcción"	12,6739400644803	17,9827396302818	1	0	0	1	0	0	0	100	0	0	1973	1	0	1	81	0	0				0				0	0	0	1	0	0	1	0	51	0	1	2		2	0	1						1	0	0	1	0	0	0	0	0	1	1	0	0	8	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0																							1	0	0	0	0	1	0	1200000000	1	0	0	0	12	1,14	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0			1							0			1															35421922	8244647	0	2315041	45981610	48201915	2354632	0	2953550	53510097	60709441	4364981	0	4587422	69661844	20345165	305244	1017664	29927	2614803	2051453	7296605	407503	8244647	115928	581488	409953	1307662	0	44728042	21798411	40370	3006411	28082	5725454	2129118	14082081	298458	2354662	329868	572620	1400044	67901	0	51833480	41226975	10315	2798946	11680	4599970	2304302	11673251	138579	4355979	858152	1714421	2333091	0	0	72025661	1788924	43179615	10288065	-5169348	16592780	66680036	2466136	52681050	8242891	-4392727	18923352	77920702	1030978	54330163	5258110	-3412952	22829958	80036257	15877053	3447320	6304670	0	451738	0	1909404	19593987	17842296	65426468	22938716	6950457	3295214	0	57974	0	3888824	19593987	19518913	76244085	26860353	7565070	8556639	0	0	0	2536415	19593987	17287612	82400076	0				1																																																							1	0	0	1	0	0	0	1	0	1	0	0	0	521	516	391	0	0	1522	4789	7739	0	24	36	255	0	0	6	200	521	0	1696479	808508	420167	0	0	1624385	4152023	8701562	0	31955	63945	230481	0	0	34079	122121	482581	0	37374	30102	60941	0	0	65477	189382	383276	1	0	0	56	170	65	0	0	720	2834	3845	0	0	5	30	0	0	1	83	119	0		0	0	0	0	0	1	1	0	0	28	55	28	0	0	275	781	1167	0	0	1	7	0	0	2	35	45	0	509	494	241	0	0	1522	4789	0	0	36	115	0	0	6	186	0	12	22	150	0	0	0	0	0	24	0	140	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	516	391	0	0	1522	4789	0	24	36	255	0	0	6	200	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	152	0	1544	0	4809	567	667	0	0	7739	12	0	48	0	214	145	102	0	0	521				0	33084406	0	27625035	60709441	43	12	10	1	0	1	0	1	0	4	3	3	5	5	5	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	700	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0		0		1													2	3	3	3	3	3	3	3	3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1																												1	1	1	2	2	1	1	2	2	1	3	2
401684	8	3	2	"L-N"	"Actividades de servicios (Actividades inmobiliarias -Actividades de servicios administrativos y de apoyo)"	116,55495462279	105,331278095516	1	0	0	0	0	1	0	100	0	0	1995	0	1	0		1	0				0				0	1	0	0	0	0	1	0	57	0	1	1		1	0	1						0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0			1	0	0	0	0	0	0	0	0																																											0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0			1							0			1															168965	0	0	0	168965	242380	0	0	3000	245380	229742	0	29167	7000	265909	6978	912	2231	1649	0	18779	77250	36346	0	9162	1951	0	14800	0	170058	11266	709	3498	1989	0	12246	73754	36331	0	11452	1793	0	0	0	153038	11357	707	5221	3340	0	16139	87288	29268	0	55454	649	4010	0	0	213433	0	379685	417498	-244683	40150	592650	0	427947	379913	-195303	48633	661190	0	449654	385621	-167722	51472	719025	42521	7284	4489	0	0	0	0	66930	472520	593744	4501	0	0	0	0	0	0	66930	497417	568848	5996	0	0	0	0	0	0	66930	593625	666551	0				1																																																							0	1								1	0	0	12	0	0	0	0	0	37	0	49	0	0	0	36	0	0	0	0	36	6735	0	0	0	0	0	37525	0	44260	0	0	0	35652	0	0	0	0	35652	0	0	0	825	0	0	3281	0	4106	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	0	1																			12	0	0	0	0	0	37	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	37	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	43	0	1	0	0	49	0	0	0	3	33	0	0	0	0	36				0	229742	0	0	229742	30	40	30	1	0	1	0	1	0	5	3	5	3	3	5	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	7	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0		0		1													3	3	3	3	3	3	3	3	3	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1																												2	3	1	1	2	3	2	1	1	2	2	2
401209	5	1	2	"G"	"Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas"	9,20562645904885	9,17753067993621	1	0	0	0	1	2	0	100	0	0	2002	0	1	1	100	0	0				0				0	0	0	0	1	0	1	0	55	0	0	3	1	4	0	1						1	0	0	1	0	0	0	0	0	0	0	0	0	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0																							1	0	0	0	0	1	0	400000000	1	0	0	0	1	1,23	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	3	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0			1							0			1															21026423	245681	0	0	21272104	15540504	275856	0	0	15816360	20747256	55469	0	219206	21021931	12227625	110687	137198	14450	4410245	142520	776210	132373	1242210	15141	41736	0	286769	0	19537164	9434052	102740	177681	12141	3851005	99068	833339	118397	936507	223844	77081	55350	0	0	15921205	17119329	109702	173105	19039	262930	112096	891674	132628	106332	330058	1287344	0	0	0	20544237	11723	5394058	2082915	0	0	7488696	410537	3990077	2240347	0	0	6640961	397239	4450362	2490723	0	0	7338324	251898	1593289	0	0	0	0	0	250000	3658569	5753756	125629	1162446	0	0	0	0	0	326495	5131241	6745811	267794	1255238	0	0	0	0	0	378374	4959223	6860629	0				1																																																							0	1								1	0	1	0	12	36	120	96	0	216	372	852	0	60	12	24	0	0	0	24	120	0	1641	31746	107973	95361	0	268291	230752	735764	0	98496	854	1733	0	0	0	5066	106149	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	2	15	20	0	0	0	2	0	0	0	0	2	0		0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	12	36	120	96	0	216	372	0	60	12	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	36	120	96	0	216	372	0	60	12	24	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	96	36	492	216	12	0	0	852	0	0	0	12	48	0	60	0	0	120	48	0	6500	20747256	0	0	0	20747256																						1	0	0	0	0	1	0	0	0	1	0	0	30	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0		0		1													1	3	2	3	3	3	1	3	3		0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1																												3	3	2	2	2	2	1	1	1	2	1	3
401278	6	3	2	"F"	"Construcción"	176,315438749042	125,964886300679	1	0	0	1	0	0	0	100	0	0	1993	0	1	0		1	0				0				0	1	0	0	0	0	1	0	25	0	0	1	1	2	0	1						1	1	0	1	0	0	0	0	0	1	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0																							1	0	0	0	0	1	0	14131308	1	0	0	0	15	9,41	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0			1							1	1	2020	0	12440	11899	0	0	23997	0									776465	0	322	0	776787	956643	0	418	8003	965064	1758131	0	2697	0	1760828	269131	2133	6071	4088	22380	48092	258541	14572	58051	94	31810	0	1368	7215	723546	314404	1964	8319	5445	102	43470	278254	15865	72300	64	51006	0	0	1474	792667	648391	3779	12753	8676	0	49207	343195	16456	68191	0	60553	0	0	11706	1222907	31651	270890	264726	-129391	238196	676072	0	341271	203036	-69779	155887	630415	0	961173	262459	-86235	318690	1456087	245721	82422	82421	0	186784	0	0	5366	20117	622831	214254	68624	31498	0	118160	0	0	5366	20117	458019	510276	73627	169458	0	52585	0	0	20000	91820	917766	0				1																																																							0	1								1	0	0	12	72	24	12	0	0	0	420	540	12	36	0	12	0	0	0	0	60	32514	52631	24582	9853	0	0	0	130444	250024	30097	21849	0	13425	0	0	0	0	65371	0	4593	1100	0	0	0	0	9763	15456	1	0	0	5	0	0	0	0	0	20	25	0	2	0	0	0	0	0	0	2	0		1	1	0	0	0	0	1	0	0	4	0	0	0	0	0	25	29	0	1	0	0	0	0	0	0	1	12	72	24	12	0	0	0	420	12	36	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	72	24	12	0	0	0	420	12	36	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	432	12	24	72	0	0	540	0	0	0	12	12	0	36	0	0	60				0	1758131	0	0	1758131	60	30	10	1	0	1	0	1	0	4	4	4	4	4	4	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	5	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0		0		1													3	3	3	3	3	3	3	3	3	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0																												2	1	1	2	2	3	1	1	2	1	2	3
401691	5	1	2	"J"	"Información y comunicaciones"	6,43922401821813	9,47037377627008	1	0	0	0	0	1	0	0	100	0	1996	1	0	0		1	0				0				0	0	0	0	1	0	1	0	46	1	1				0	1						0	0	0	1	0	1	1	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0			1	0	3	0	0	0	2	0	0																																											0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0			1							0			1															6525119	69012	0	83803	6677934	6642693	0	0	701744	7344437	10032910	10873	0	143780	10187563	2071997	60614	0	0	1079386	0	1195222	528939	69012	0	56495	84820	507612	0	5654097	2543155	75108	0	0	295919	0	1345557	875034	200000	0	213726	0	402037	0	5950536	3491672	138838	0	0	704670	0	2167891	1088825	10873	0	24983	82481	722241	0	8432474	0	3294628	6923845	-5573722	4900209	9544960	0	5497940	8002898	-6303393	4139304	11336749	0	5506763	9074366	-6477207	4790082	12894004	673630	0	1330244	0	281335	0	0	6235914	0	8521123	563787	0	1360445	0	1782703	0	0	6235914	0	9942849	832107	0	1517642	0	273440	0	0	7838764	676962	11138915	0				1																																																							0	1								1	0	0	60	240	60	12	132	0	0	0	504	12	108	12	12	156	0	0	0	300	350476	410483	31101	10441	364034	0	0	0	1166535	16424	186407	5033	13015	358236	0	0	0	579115	14634	33280	4749	2248	33928	0	0	0	88839	1	0	0	7	1	0	2	0	0	0	10	0	2	1	0	4	0	0	0	7	1	20	0	0	1	0	0	0	1	0	0	2	1	0	2	0	0	0	5	0	0	1	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	240	60	12	132	0	0	0	12	108	12	12	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	240	60	12	132	0	0	0	12	108	12	12	156	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	24	0	0	480	0	0	504	0	0	0	0	0	0	300	0	0	300				0	6019746	1003291	3009873	10032910	3	2	1	1	0	1	0	1	0	4	2	4	1	5	5	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	5	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0		1	1003291	0	0		1	1003291	0	0	100	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0																												1	2	1	3	3	3	3	3	3	2	3	3
400896	0	2	2	"H"	"Transporte y almacenamiento"	87,638374514671	91,9452357212651	1	0	0	0	0	1	0	100	0	0	2005	0	1	1	100	0	0				0				0	1	0	0	0	0	1	0	74	0	0	1	4	5	0	1						1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0			1	0	0	0	0	0	0	0	0																																											0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0			1							0			1															384263	0	129	0	384392	457004	0	11575	0	468579	672483	0	1683	129433	803599	315000	28931	0	807	0	12482	36514	0	14161	19793	1250	0	0	0	428938	378000	28283	0	780	0	9394	41492	806	12942	0	3773	0	0	0	475470	378000	39268	0	746	0	9932	44225	0	29349	3240	8336	90257	0	0	603353	0	199796	154936	0	1781292	2136024	0	15361	167736	-806	2332038	2514329	0	13788	149479	-806	2932932	3095393	1021000	0	16435	404502	0	0	0	20000	718633	2180570	1021000	0	19986	782502	0	0	0	20000	677732	2521220	1021000	0	18688	1160502	0	0	0	20000	674957	2895147	0				1																																																							0	1								1	0	0	0	0	0	36	0	0	0	0	36	0	0	0	48	0	0	0	0	48	0	0	0	19800	0	0	0	0	19800	0	0	0	24425	0	0	0	0	24425	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0		0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	36	0	0	0	0	36	0	0	0	0	48	0	0	0	0	48				672483	0	0	0	672483																						1	0	0	0	1	0	0	0	1	0	0	0	5	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0		0		1													3	3	3	3	3	3	3	3	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0																												1	3	2	3	3	3	3	3	3	3	3	3
302542	4	3	2	"M"	"Actividades profesionales, científicas y técnicas"	61,790182547317	50,9228850267128	1	0	0	0	0	1	0	100	0	0	1990	0	1	1	100	0	0				0				0	1	0	0	0	0	1	0	61	0	0	1	1	2	0	1						0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0			1	0	0	0	0	0	0	0	0																																											0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0			1							0			1															255874	0	0	0	255874	365428	12929	0	0	378357	322191	5703	0	0	327894	0	0	4485	307	17550	0	212052	0	50098	0	1062	0	1580	0	287134	0	0	5914	307	19520	0	221339	0	59942	0	861	0	0	0	307883	0	0	7537	272	23101	0	219431	0	47584	0	1035	0	0	0	298960	0	212325	163402	-70188	0	305539	0	228509	163402	-70188	0	321723	0	184467	163843	-70188	0	278122	145758	82126	0	0	0	0	0	20000	88715	336599	122338	51455	0	0	0	0	0	20000	57455	251248	81869	19388	0	0	0	0	0	20000	127930	249187	0				1																																																							0	1								1	0	0	12	0	72	0	0	0	0	37	121	0	0	0	36	0	0	0	0	36	37892	0	87683	0	0	0	0	29512	155087	0	0	0	30779	0	0	0	0	30779	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	0	1																			12	0	72	0	0	0	0	37	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	72	0	0	0	0	37	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	37	0	0	84	0	0	121	0	0	0	0	24	0	12	0	0	36				0	322191	0	0	322191	40	10	5	1	0	1	0	1	0	4	2	4	4	4		0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0																			0		0		1													1	3	3	3	3	3	3	3	3		0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	3	3	3	3	3	2	3	3	3	3
